"Svc","Vsl","Voy","Dir","Facility","Berth.LTA","LTD","Berth.ETA.ATA","ETD.ATD","Arr..Diff.","Dep..Diff","X","portTime","LportTime","arrDiff","depDiff","SeaT","PSeaT"
"SSX","OTY",18,"E","KHH",2009-07-28 06:00:00,2009-07-28 17:00:00,2009-07-28 05:50:00,2009-07-28 14:15:00,"0","-3",NA,8.41666666666667,11,-0.166666666666667,-2.75,279.666666666667,280
"SSX","OTY",18,"E","LGB",2009-08-09 09:00:00,2009-08-13 08:00:00,2009-08-09 05:55:00,2009-08-13 08:55:00,"-3","1",NA,99,95,-3.08333333333333,0.916666666666667,308.416666666667,300
"SSX","OTY",18,"W","KHH",2009-08-25 20:00:00,2009-08-26 09:00:00,2009-08-26 05:20:00,2009-08-26 16:30:00,"9","8",NA,11.1666666666667,13,9.33333333333333,7.5,11.6,11
"SSX","OTY",18,"W","ZIA",2009-08-26 20:00:00,2009-08-27 14:00:00,2009-08-27 04:06:00,2009-08-27 13:00:00,"8","-1",NA,8.9,18,8.1,-1,16.9,16
"SSX","OTY",18,"W","HKG",2009-08-28 06:00:00,2009-08-28 17:00:00,2009-08-28 05:54:00,2009-08-28 16:36:00,"0","0",NA,10.7,11,-0.1,-0.4,2.9,15
"SSX","OTY",18,"W","SKZ",2009-08-29 08:00:00,2009-08-29 15:00:00,2009-08-28 19:30:00,2009-08-29 12:40:00,"-13","-2",NA,17.1666666666667,7,-12.5,-2.33333333333333,NA,NA
"SSX","OEU",21,"E","SKZ",2009-08-01 08:00:00,2009-08-01 15:00:00,2009-07-31 18:45:00,2009-08-01 09:10:00,"-13","-6",NA,14.4166666666667,7,-13.25,-5.83333333333333,17.2166666666667,9
"SSX","OEU",21,"E","YAT",2009-08-02 00:00:00,2009-08-02 16:00:00,2009-08-02 02:23:00,2009-08-02 17:34:00,"2","2",NA,15.1833333333333,16,2.38333333333333,1.56666666666667,4.83333333333333,6
"SSX","OEU",21,"E","HKG",2009-08-02 22:00:00,2009-08-03 10:00:00,2009-08-02 22:24:00,2009-08-03 09:36:00,"0","0",NA,11.2,12,0.4,-0.4,19.65,20
"SSX","OEU",21,"E","KHH",2009-08-04 06:00:00,2009-08-04 17:00:00,2009-08-04 05:15:00,2009-08-04 16:40:00,"-1","0",NA,11.4166666666667,11,-0.75,-0.333333333333333,277.666666666667,280
"SSX","OEU",21,"E","LGB",2009-08-16 09:00:00,2009-08-20 08:00:00,2009-08-16 06:20:00,2009-08-20 08:50:00,"-3","1",NA,98.5,95,-2.66666666666667,0.833333333333333,302.333333333333,300
"SSX","OEU",21,"W","KHH",2009-09-01 20:00:00,2009-09-02 09:00:00,2009-09-01 23:10:00,2009-09-02 12:40:00,"3","4",NA,13.5,13,3.16666666666667,3.66666666666667,9.71666666666667,11
"SSX","OEU",21,"W","ZIA",2009-09-02 20:00:00,2009-09-03 14:00:00,2009-09-02 22:23:00,2009-09-03 10:50:00,"2","-3",NA,12.45,18,2.38333333333333,-3.16666666666667,18.9666666666667,16
"SSX","OEU",21,"W","HKG",2009-09-04 06:00:00,2009-09-04 17:00:00,2009-09-04 05:48:00,2009-09-04 18:42:00,"0","2",NA,12.9,11,-0.2,1.7,2.46666666666667,15
"SSX","OEU",21,"W","SKZ",2009-09-05 08:00:00,2009-09-05 15:00:00,2009-09-04 21:10:00,2009-09-05 11:45:00,"-11","-3",NA,14.5833333333333,7,-10.8333333333333,-3.25,NA,NA
"SSX","ONB",50,"E","SKZ",2009-08-08 08:00:00,2009-08-08 15:00:00,2009-08-07 23:10:00,2009-08-08 10:45:00,"-9","-4",NA,11.5833333333333,7,-8.83333333333333,-4.25,9.58333333333333,9
"SSX","ONB",50,"E","YAT",2009-08-09 00:00:00,2009-08-09 16:00:00,2009-08-08 20:20:00,2009-08-09 15:41:00,"-4","0",NA,19.35,16,-3.66666666666667,-0.316666666666667,6.01666666666667,6
"SSX","ONB",50,"E","HKG",2009-08-09 22:00:00,2009-08-10 10:00:00,2009-08-09 21:42:00,2009-08-10 08:02:00,"0","-2",NA,10.3333333333333,12,-0.3,-1.96666666666667,21.55,20
"SSX","ONB",50,"E","KHH",2009-08-11 06:00:00,2009-08-11 17:00:00,2009-08-11 05:35:00,2009-08-11 21:12:00,"0","4",NA,15.6166666666667,11,-0.416666666666667,4.2,272.8,280
"SSX","ONB",50,"E","LGB",2009-08-23 09:00:00,2009-08-27 08:00:00,2009-08-23 06:00:00,2009-08-27 08:40:00,"-3","1",NA,98.6666666666667,95,-3,0.666666666666667,303.25,300
"SSX","ONB",50,"W","KHH",2009-09-08 20:00:00,2009-09-09 09:00:00,2009-09-08 23:55:00,2009-09-09 09:50:00,"4","1",NA,9.91666666666667,13,3.91666666666667,0.833333333333333,10.1666666666667,11
"SSX","ONB",50,"W","ZIA",2009-09-09 20:00:00,2009-09-10 14:00:00,2009-09-09 20:00:00,2009-09-10 08:30:00,"0","-6",NA,12.5,18,0,-5.5,21.4,16
"SSX","ONB",50,"W","HKG",2009-09-11 06:00:00,2009-09-11 17:00:00,2009-09-11 05:54:00,2009-09-11 17:42:00,"0","1",NA,11.8,11,-0.1,0.7,2.71666666666667,15
"SSX","ONB",50,"W","SKZ",2009-09-12 08:00:00,2009-09-12 15:00:00,2009-09-11 20:25:00,2009-09-12 11:45:00,"-12","-3",NA,15.3333333333333,7,-11.5833333333333,-3.25,NA,NA
"SSX","OTJ",45,"E","SKZ",2009-08-15 08:00:00,2009-08-15 15:00:00,2009-08-14 21:50:00,2009-08-15 07:50:00,"-10","-7",NA,10,7,-10.1666666666667,-7.16666666666667,12.35,9
"SSX","OTJ",45,"E","YAT",2009-08-16 00:00:00,2009-08-16 16:00:00,2009-08-15 20:11:00,2009-08-16 17:34:00,"-4","2",NA,21.3833333333333,16,-3.81666666666667,1.56666666666667,6.58333333333333,6
"SSX","OTJ",45,"E","HKG",2009-08-16 22:00:00,2009-08-17 10:00:00,2009-08-17 00:09:00,2009-08-17 11:07:00,"2","1",NA,10.9666666666667,12,2.15,1.11666666666667,20.5833333333333,20
"SSX","OTJ",45,"E","KHH",2009-08-18 06:00:00,2009-08-18 17:00:00,2009-08-18 07:42:00,2009-08-18 19:26:00,"2","2",NA,11.7333333333333,11,1.7,2.43333333333333,274.816666666667,280
"SSX","OTJ",45,"E","LGB",2009-08-30 09:00:00,2009-09-03 08:00:00,2009-08-30 06:15:00,2009-09-03 08:50:00,"-3","1",NA,98.5833333333333,95,-2.75,0.833333333333333,303.666666666667,300
"SSX","OTJ",45,"W","KHH",2009-09-15 20:00:00,2009-09-16 09:00:00,2009-09-16 00:30:00,2009-09-16 14:10:00,"5","5",NA,13.6666666666667,13,4.5,5.16666666666667,10.2166666666667,11
"SSX","OTJ",45,"W","ZIA",2009-09-16 20:00:00,2009-09-17 14:00:00,2009-09-17 00:23:00,2009-09-17 09:24:00,"4","-5",NA,9.01666666666667,18,4.38333333333333,-4.6,21.9,16
"SSX","OTJ",45,"W","HKG",2009-09-18 06:00:00,2009-09-18 17:00:00,2009-09-18 07:18:00,2009-09-18 20:06:00,"1","3",NA,12.8,11,1.3,3.1,2.9,15
"SSX","OTJ",45,"W","SKZ",2009-09-19 08:00:00,2009-09-19 15:00:00,2009-09-18 23:00:00,2009-09-19 10:50:00,"-9","-4",NA,11.8333333333333,7,-9,-4.16666666666667,NA,NA
"SSX","OAS",27,"E","SKZ",2009-08-22 08:00:00,2009-08-22 15:00:00,2009-08-21 19:10:00,2009-08-22 11:19:00,"-13","-4",NA,16.15,7,-12.8333333333333,-3.68333333333333,13.5833333333333,9
"SSX","OAS",27,"E","YAT",2009-08-23 00:00:00,2009-08-23 16:00:00,2009-08-23 00:54:00,2009-08-23 14:10:00,"1","-2",NA,13.2666666666667,16,0.9,-1.83333333333333,7.13333333333333,4
"SSX","OAS",27,"E","HKG",2009-08-23 20:00:00,2009-08-24 10:00:00,2009-08-23 21:18:00,2009-08-24 10:06:00,"1","0",NA,12.8,14,1.3,0.1,21.9,20
"SSX","OAS",27,"E","KHH",2009-08-25 06:00:00,2009-08-25 17:00:00,2009-08-25 08:00:00,2009-08-26 03:30:00,"2","11",NA,19.5,11,2,10.5,266.5,280
"SSX","OAS",27,"E","LGB",2009-09-06 09:00:00,2009-09-10 08:00:00,2009-09-06 06:00:00,2009-09-10 18:40:00,"-3","11",NA,108.666666666667,95,-3,10.6666666666667,295.666666666667,300
"SSX","OAS",27,"W","KHH",2009-09-22 20:00:00,2009-09-23 09:00:00,2009-09-23 02:20:00,2009-09-23 11:48:00,"6","3",NA,9.46666666666667,13,6.33333333333333,2.8,12.5333333333333,11
"SSX","OAS",27,"W","ZIA",2009-09-23 20:00:00,2009-09-24 14:00:00,2009-09-24 00:20:00,2009-09-24 09:00:00,"4","-5",NA,8.66666666666667,18,4.33333333333333,-5,20.9,16
"SSX","OAS",27,"W","HKG",2009-09-25 06:00:00,2009-09-25 17:00:00,2009-09-25 05:54:00,2009-09-25 16:48:00,"0","0",NA,10.9,11,-0.1,-0.2,2.53333333333333,15
"SSX","OAS",27,"W","SKZ",2009-09-26 08:00:00,2009-09-26 15:00:00,2009-09-25 19:20:00,2009-09-26 06:50:00,"-13","-8",NA,11.5,7,-12.6666666666667,-8.16666666666667,NA,NA
"SSX","OTY",19,"E","SKZ",2009-08-29 08:00:00,2009-08-29 15:00:00,2009-08-28 19:30:00,2009-08-29 12:40:00,"-13","-2",NA,17.1666666666667,7,-12.5,-2.33333333333333,10.6833333333333,9
"SSX","OTY",19,"E","YAT",2009-08-30 00:00:00,2009-08-30 16:00:00,2009-08-29 23:21:00,2009-08-30 18:30:00,"-1","3",NA,19.15,16,-0.65,2.5,5.6,4
"SSX","OTY",19,"E","HKG",2009-08-30 20:00:00,2009-08-31 10:00:00,2009-08-31 00:06:00,2009-08-31 10:06:00,"4","0",NA,10,14,4.1,0.1,23.9,20
"SSX","OTY",19,"E","KHH",2009-09-01 06:00:00,2009-09-01 17:00:00,2009-09-01 10:00:00,2009-09-01 21:15:00,"4","4",NA,11.25,11,4,4.25,272.833333333333,280
"SSX","OTY",19,"E","LGB",2009-09-13 09:00:00,2009-09-17 08:00:00,2009-09-13 06:05:00,2009-09-17 08:55:00,"-3","1",NA,98.8333333333333,95,-2.91666666666667,0.916666666666667,301.166666666667,300
"SSX","OTY",19,"W","KHH",2009-09-29 20:00:00,2009-09-30 09:00:00,2009-09-29 22:05:00,2009-09-30 10:45:00,"2","2",NA,12.6666666666667,13,2.08333333333333,1.75,10.9166666666667,11
"SSX","OTY",19,"W","ZIA",2009-09-30 20:00:00,2009-10-01 14:00:00,2009-09-30 21:40:00,2009-10-01 09:10:00,"2","-5",NA,11.5,18,1.66666666666667,-4.83333333333333,20.3166666666667,16
"SSX","OTY",19,"W","HKG",2009-10-02 06:00:00,2009-10-02 17:00:00,2009-10-02 05:29:00,2009-10-02 19:42:00,"-1","3",NA,14.2166666666667,11,-0.516666666666667,2.7,2.71666666666667,15
"SSX","OTY",19,"W","SKZ",2009-10-03 08:00:00,2009-10-03 15:00:00,2009-10-02 22:25:00,2009-10-03 10:55:00,"-10","-4",NA,12.5,7,-9.58333333333333,-4.08333333333333,NA,NA
"SSX","OEU",22,"E","SKZ",2009-09-05 08:00:00,2009-09-05 15:00:00,2009-09-04 21:10:00,2009-09-05 11:45:00,"-11","-3",NA,14.5833333333333,7,-10.8333333333333,-3.25,16.3666666666667,9
"SSX","OEU",22,"E","YAT",2009-09-06 00:00:00,2009-09-06 16:00:00,2009-09-06 04:07:00,2009-09-06 21:09:00,"4","5",NA,17.0333333333333,16,4.11666666666667,5.15,5.25,4
"SSX","OEU",22,"E","HKG",2009-09-06 20:00:00,2009-09-07 10:00:00,2009-09-07 02:24:00,2009-09-07 12:54:00,"6","3",NA,10.5,14,6.4,2.9,19.0166666666667,20
"SSX","OEU",22,"E","KHH",2009-09-08 06:00:00,2009-09-08 17:00:00,2009-09-08 07:55:00,2009-09-08 22:01:00,"2","5",NA,14.1,11,1.91666666666667,5.01666666666667,271.983333333333,280
"SSX","OEU",22,"E","LGB",2009-09-20 09:00:00,2009-09-24 08:00:00,2009-09-20 06:00:00,2009-09-24 09:50:00,"-3","2",NA,99.8333333333333,95,-3,1.83333333333333,383.516666666667,300
"SSX","OEU",22,"W","KHH",2009-10-06 20:00:00,2009-10-07 09:00:00,2009-10-10 09:21:00,2009-10-10 21:20:00,"85","84",NA,11.9833333333333,13,85.35,84.3333333333333,11.9166666666667,11
"SSX","OEU",22,"W","ZIA",2009-10-07 20:00:00,2009-10-08 14:00:00,2009-10-11 09:15:00,2009-10-11 17:30:00,"85","76",NA,8.25,18,85.25,75.5,25.6833333333333,16
"SSX","OEU",22,"W","HKG",2009-10-09 06:00:00,2009-10-09 17:00:00,2009-10-12 19:11:00,2009-10-13 05:18:00,"85","84",NA,10.1166666666667,11,85.1833333333333,84.3,2.7,15
"SSX","OEU",22,"W","SKZ",2009-10-10 08:00:00,2009-10-10 15:00:00,2009-10-13 08:00:00,2009-10-13 16:50:00,"72","74",NA,8.83333333333333,7,72,73.8333333333333,6.33333333333333,9
"SSX","OEU",22,"W","YAT",2009-10-11 00:00:00,2009-10-11 16:00:00,2009-10-13 23:10:00,2009-10-14 06:58:00,"71","63",NA,7.8,16,71.1666666666667,62.9666666666667,680.033333333333,748
"SSX","OEU",22,"W","ZIA",2009-11-11 20:00:00,2009-11-12 14:00:00,2009-11-11 15:00:00,2009-11-12 06:30:00,"-5","-8",NA,15.5,18,-5,-7.5,NA,NA
"SSX","ONB",51,"E","SKZ",2009-09-12 08:00:00,2009-09-12 15:00:00,2009-09-11 20:25:00,2009-09-12 11:45:00,"-12","-3",NA,15.3333333333333,7,-11.5833333333333,-3.25,6.66666666666667,9
"SSX","ONB",51,"E","YAT",2009-09-13 00:00:00,2009-09-13 16:00:00,2009-09-12 18:25:00,2009-09-13 19:40:00,"-6","4",NA,25.25,16,-5.58333333333333,3.66666666666667,5.13333333333333,4
"SSX","ONB",51,"E","HKG",2009-09-13 20:00:00,2009-09-14 10:00:00,2009-09-14 00:48:00,2009-09-14 14:42:00,"5","5",NA,13.9,14,4.8,4.7,19.4666666666667,20
"SSX","ONB",51,"E","KHH",2009-09-15 06:00:00,2009-09-15 17:00:00,2009-09-15 10:10:00,2009-09-15 21:56:00,"4","5",NA,11.7666666666667,11,4.16666666666667,4.93333333333333,289.5,280
"SSX","ONB",51,"E","LGB",2009-09-27 09:00:00,2009-10-01 08:00:00,2009-09-27 23:26:00,2009-10-01 18:55:00,"14","11",NA,91.4833333333333,95,14.4333333333333,10.9166666666667,292.983333333333,300
"SSX","ONB",51,"W","KHH",2009-10-13 20:00:00,2009-10-14 09:00:00,2009-10-13 23:54:00,2009-10-14 11:34:00,"4","3",NA,11.6666666666667,13,3.9,2.56666666666667,10.6,11
"SSX","ONB",51,"W","ZIA",2009-10-14 20:00:00,2009-10-15 14:00:00,2009-10-14 22:10:00,2009-10-15 10:50:00,"2","-3",NA,12.6666666666667,18,2.16666666666667,-3.16666666666667,18.6666666666667,16
"SSX","ONB",51,"W","HKG",2009-10-16 06:00:00,2009-10-16 17:00:00,2009-10-16 05:30:00,2009-10-16 17:48:00,"-1","1",NA,12.3,11,-0.5,0.8,2.03333333333333,15
"SSX","ONB",51,"W","SKZ",2009-10-17 08:00:00,2009-10-17 15:00:00,2009-10-16 19:50:00,2009-10-17 07:15:00,"-12","-8",NA,11.4166666666667,7,-12.1666666666667,-7.75,NA,NA
"SSX","OTJ",46,"E","SKZ",2009-09-19 08:00:00,2009-09-19 15:00:00,2009-09-18 23:00:00,2009-09-19 10:50:00,"-9","-4",NA,11.8333333333333,7,-9,-4.16666666666667,6.26666666666667,9
"SSX","OTJ",46,"E","YAT",2009-09-20 00:00:00,2009-09-20 16:00:00,2009-09-19 17:06:00,2009-09-20 13:30:00,"-7","-3",NA,20.4,16,-6.9,-2.5,14.6,4
"SSX","OTJ",46,"E","HKG",2009-09-20 20:00:00,2009-09-21 10:00:00,2009-09-21 04:06:00,2009-09-21 14:06:00,"8","4",NA,10,14,8.1,4.1,18.0666666666667,20
"SSX","OTJ",46,"E","KHH",2009-09-22 06:00:00,2009-09-22 17:00:00,2009-09-22 08:10:00,2009-09-22 20:10:00,"2","3",NA,12,11,2.16666666666667,3.16666666666667,274.25,280
"SSX","OTJ",46,"E","LGB",2009-10-04 09:00:00,2009-10-08 08:00:00,2009-10-04 06:25:00,2009-10-08 08:55:00,"-3","1",NA,98.5,95,-2.58333333333333,0.916666666666667,301.05,300
"SSX","OTJ",46,"W","KHH",2009-10-20 20:00:00,2009-10-21 09:00:00,2009-10-20 21:58:00,2009-10-21 11:40:00,"2","3",NA,13.7,13,1.96666666666667,2.66666666666667,13.3333333333333,11
"SSX","OTJ",46,"W","ZIA",2009-10-21 20:00:00,2009-10-22 14:00:00,2009-10-22 01:00:00,2009-10-22 11:00:00,"5","-3",NA,10,18,5,-3,18.1,16
"SSX","OTJ",46,"W","HKG",2009-10-23 06:00:00,2009-10-23 17:00:00,2009-10-23 05:06:00,2009-10-23 17:36:00,"-1","1",NA,12.5,11,-0.9,0.6,2.81666666666667,15
"SSX","OTJ",46,"W","SKZ",2009-10-24 08:00:00,2009-10-24 15:00:00,2009-10-23 20:25:00,2009-10-24 06:50:00,"-12","-8",NA,10.4166666666667,7,-11.5833333333333,-8.16666666666667,NA,NA
"SSX","OAS",28,"E","SKZ",2009-09-26 08:00:00,2009-09-26 15:00:00,2009-09-25 19:20:00,2009-09-26 06:50:00,"-13","-8",NA,11.5,7,-12.6666666666667,-8.16666666666667,17.2833333333333,9
"SSX","OAS",28,"E","YAT",2009-09-27 00:00:00,2009-09-27 16:00:00,2009-09-27 00:07:00,2009-09-27 16:36:00,"0","1",NA,16.4833333333333,16,0.116666666666667,0.6,4.9,4
"SSX","OAS",28,"E","HKG",2009-09-27 20:00:00,2009-09-28 10:00:00,2009-09-27 21:30:00,2009-09-28 08:06:00,"2","-2",NA,10.6,14,1.5,-1.9,23.8,20
"SSX","OAS",28,"E","KHH",2009-09-29 06:00:00,2009-09-29 17:00:00,2009-09-29 07:54:00,2009-09-29 20:00:00,"2","3",NA,12.1,11,1.9,3,275.666666666667,280
"SSX","OAS",28,"E","LGB",2009-10-11 09:00:00,2009-10-15 08:00:00,2009-10-11 07:40:00,2009-10-15 08:50:00,"-1","1",NA,97.1666666666667,95,-1.33333333333333,0.833333333333333,304.75,300
"SSX","OAS",28,"W","KHH",2009-10-27 20:00:00,2009-10-28 09:00:00,2009-10-28 01:35:00,2009-10-28 16:15:00,"6","7",NA,14.6666666666667,13,5.58333333333333,7.25,10.3333333333333,11
"SSX","OAS",28,"W","ZIA",2009-10-28 20:00:00,2009-10-29 14:00:00,2009-10-29 02:35:00,2009-10-29 11:47:00,"7","-2",NA,9.2,18,6.58333333333333,-2.21666666666667,17.8166666666667,16
"SSX","OAS",28,"W","HKG",2009-10-30 06:00:00,2009-10-30 17:00:00,2009-10-30 05:36:00,2009-10-30 17:12:00,"0","0",NA,11.6,11,-0.4,0.2,2.38333333333333,15
"SSX","OAS",28,"W","SKZ",2009-10-31 08:00:00,2009-10-31 15:00:00,2009-10-30 19:35:00,2009-10-31 06:45:00,"-12","-8",NA,11.1666666666667,7,-12.4166666666667,-8.25,NA,NA
"SSX","OTY",20,"E","SKZ",2009-10-03 08:00:00,2009-10-03 15:00:00,2009-10-02 22:25:00,2009-10-03 10:55:00,"-10","-4",NA,12.5,7,-9.58333333333333,-4.08333333333333,6.98333333333333,9
"SSX","OTY",20,"E","YAT",2009-10-04 00:00:00,2009-10-04 16:00:00,2009-10-03 17:54:00,2009-10-04 12:45:00,"-6","-3",NA,18.85,16,-6.1,-3.25,8.45,4
"SSX","OTY",20,"E","HKG",2009-10-04 20:00:00,2009-10-05 10:00:00,2009-10-04 21:12:00,2009-10-05 08:54:00,"1","-1",NA,11.7,14,1.2,-1.1,22.6,20
"SSX","OTY",20,"E","KHH",2009-10-06 06:00:00,2009-10-06 17:00:00,2009-10-06 07:30:00,2009-10-06 19:58:00,"2","3",NA,12.4666666666667,11,1.5,2.96666666666667,33.3666666666667,37
"SSX","OTY",20,"E","SHA",2009-10-08 06:00:00,2009-10-08 18:00:00,2009-10-08 05:20:00,2009-10-08 15:00:00,"-1","-3",NA,9.66666666666667,12,-0.666666666666667,-3,255,231
"SSX","OTY",20,"E","LGB",2009-10-18 09:00:00,2009-10-22 08:00:00,2009-10-19 06:00:00,2009-10-23 08:40:00,"21","25",NA,98.6666666666667,95,21,24.6666666666667,280,300
"SSX","OTY",20,"W","KHH",2009-11-03 20:00:00,2009-11-04 09:00:00,2009-11-04 00:40:00,2009-11-04 18:00:00,"5","9",NA,17.3333333333333,13,4.66666666666667,9,13,11
"SSX","OTY",20,"W","ZIA",2009-11-04 20:00:00,2009-11-05 14:00:00,2009-11-05 07:00:00,2009-11-05 18:00:00,"11","4",NA,11,18,11,4,17.3333333333333,16
"SSX","OTY",20,"W","HKG",2009-11-06 06:00:00,2009-11-06 17:00:00,2009-11-06 11:20:00,2009-11-06 21:48:00,"5","5",NA,10.4666666666667,11,5.33333333333333,4.8,2.28333333333333,15
"SSX","OTY",20,"W","SKZ",2009-11-07 08:00:00,2009-11-07 15:00:00,2009-11-07 00:05:00,2009-11-07 11:45:00,"-8","-3",NA,11.6666666666667,7,-7.91666666666667,-3.25,NA,NA
"SSX","OIY",16,"E","ZIA",2009-10-07 20:00:00,2009-10-08 14:00:00,2009-10-07 19:35:00,2009-10-08 00:18:00,"0","-14",NA,4.71666666666667,18,-0.416666666666667,-13.7,42.95,42
"SSX","OIY",16,"E","SKZ",2009-10-10 08:00:00,2009-10-10 15:00:00,2009-10-09 19:15:00,2009-10-10 06:55:00,"-13","-8",NA,11.6666666666667,7,-12.75,-8.08333333333333,15.7833333333333,9
"SSX","OIY",16,"E","YAT",2009-10-11 00:00:00,2009-10-11 16:00:00,2009-10-10 22:42:00,2009-10-11 09:10:00,"-1","-7",NA,10.4666666666667,16,-1.3,-6.83333333333333,12.3333333333333,4
"SSX","OIY",16,"E","HKG",2009-10-11 20:00:00,2009-10-12 10:00:00,2009-10-11 21:30:00,2009-10-12 10:12:00,"2","0",NA,12.7,14,1.5,0.2,23.9666666666667,20
"SSX","OIY",16,"E","KHH",2009-10-13 06:00:00,2009-10-13 17:00:00,2009-10-13 10:10:00,2009-10-13 21:25:00,"4","4",NA,11.25,11,4.16666666666667,4.41666666666667,297.416666666667,280
"SSX","OIY",16,"E","LGB",2009-10-25 09:00:00,2009-10-29 08:00:00,2009-10-26 06:50:00,2009-10-29 14:45:00,"22","7",NA,79.9166666666667,95,21.8333333333333,6.75,310.083333333333,300
"SSX","OIY",16,"W","KHH",2009-11-10 20:00:00,2009-11-11 09:00:00,2009-11-11 12:50:00,2009-11-12 03:27:00,"17","18",NA,14.6166666666667,13,16.8333333333333,18.45,14.05,11
"SSX","OIY",16,"W","ZIA",2009-11-11 20:00:00,2009-11-12 14:00:00,2009-11-12 17:30:00,2009-11-13 07:10:00,"22","17",NA,13.6666666666667,18,21.5,17.1666666666667,21.9166666666667,16
"SSX","OIY",16,"W","HKG",2009-11-13 06:00:00,2009-11-13 17:00:00,2009-11-14 05:05:00,2009-11-14 15:42:00,"23","23",NA,10.6166666666667,11,23.0833333333333,22.7,2.55,15
"SSX","OIY",16,"W","SKZ",2009-11-14 08:00:00,2009-11-14 15:00:00,2009-11-14 18:15:00,2009-11-15 05:45:00,"10","15",NA,11.5,7,10.25,14.75,9.46666666666667,9
"SSX","OIY",16,"W","YAT",2009-11-15 00:00:00,NA,2009-11-15 15:13:00,NA,"15","N/A",NA,NA,NA,15.2166666666667,NA,NA,NA
"SSX","ONB",52,"E","SKZ",2009-10-17 08:00:00,2009-10-17 15:00:00,2009-10-16 19:50:00,2009-10-17 07:15:00,"-12","-8",NA,11.4166666666667,7,-12.1666666666667,-7.75,11.75,9
"SSX","ONB",52,"E","YAT",2009-10-18 00:00:00,2009-10-18 16:00:00,2009-10-17 19:00:00,2009-10-18 12:25:00,"-5","-4",NA,17.4166666666667,16,-5,-3.58333333333333,8.08333333333333,4
"SSX","ONB",52,"E","HKG",2009-10-18 20:00:00,2009-10-19 10:00:00,2009-10-18 20:30:00,2009-10-19 08:36:00,"1","-1",NA,12.1,14,0.5,-1.4,23.9833333333333,20
"SSX","ONB",52,"E","KHH",2009-10-20 06:00:00,2009-10-20 17:00:00,2009-10-20 08:35:00,2009-10-20 19:55:00,"3","3",NA,11.3333333333333,11,2.58333333333333,2.91666666666667,276.25,280
"SSX","ONB",52,"E","LGB",2009-11-01 09:00:00,2009-11-05 08:00:00,2009-11-01 08:10:00,2009-11-05 18:55:00,"-1","11",NA,106.75,95,-0.833333333333333,10.9166666666667,294.333333333333,300
"SSX","ONB",52,"W","KHH",2009-11-17 20:00:00,2009-11-18 09:00:00,2009-11-18 01:15:00,2009-11-18 13:40:00,"5","5",NA,12.4166666666667,13,5.25,4.66666666666667,14.3333333333333,11
"SSX","ONB",52,"W","ZIA",2009-11-18 20:00:00,2009-11-19 14:00:00,2009-11-19 04:00:00,2009-11-19 13:30:00,"8","-1",NA,9.5,18,8,-0.5,22,16
"SSX","ONB",52,"W","HKG",2009-11-20 06:00:00,2009-11-20 17:00:00,2009-11-20 11:30:00,2009-11-20 20:54:00,"6","4",NA,9.4,11,5.5,3.9,2.51666666666667,15
"SSX","ONB",52,"W","SKZ",2009-11-21 08:00:00,2009-11-21 15:00:00,2009-11-20 23:25:00,2009-11-21 10:15:00,"-9","-5",NA,10.8333333333333,7,-8.58333333333333,-4.75,NA,NA
"SSX","OTJ",47,"E","SKZ",2009-10-24 08:00:00,2009-10-24 15:00:00,2009-10-23 20:25:00,2009-10-24 06:50:00,"-12","-8",NA,10.4166666666667,7,-11.5833333333333,-8.16666666666667,10.6666666666667,9
"SSX","OTJ",47,"E","YAT",2009-10-25 00:00:00,2009-10-25 16:00:00,2009-10-24 17:30:00,2009-10-25 14:30:00,"-7","-2",NA,21,16,-6.5,-1.5,5.5,4
"SSX","OTJ",47,"E","HKG",2009-10-25 20:00:00,2009-10-26 10:00:00,2009-10-25 20:00:00,2009-10-26 10:12:00,"0","0",NA,14.2,14,0,0.2,23.5,20
"SSX","OTJ",47,"E","KHH",2009-10-27 06:00:00,2009-10-27 17:00:00,2009-10-27 09:42:00,2009-10-27 23:37:00,"4","7",NA,13.9166666666667,11,3.7,6.61666666666667,273.466666666667,280
"SSX","OTJ",47,"E","LGB",2009-11-08 09:00:00,2009-11-12 08:00:00,2009-11-08 09:05:00,2009-11-12 08:45:00,"0","1",NA,95.6666666666667,95,0.0833333333333333,0.75,301.583333333333,300
"SSX","OTJ",47,"W","KHH",2009-11-24 20:00:00,2009-11-25 09:00:00,2009-11-24 22:20:00,2009-11-25 11:15:00,"2","2",NA,12.9166666666667,13,2.33333333333333,2.25,13.5833333333333,11
"SSX","OTJ",47,"W","ZIA",2009-11-25 20:00:00,2009-11-26 14:00:00,2009-11-26 00:50:00,2009-11-26 11:50:00,"5","-2",NA,11,18,4.83333333333333,-2.16666666666667,22.5833333333333,16
"SSX","OTJ",47,"W","HKG",2009-11-27 06:00:00,2009-11-27 17:00:00,2009-11-27 10:25:00,2009-11-27 21:36:00,"4","5",NA,11.1833333333333,11,4.41666666666667,4.6,2.73333333333333,15
"SSX","OTJ",47,"W","SKZ",2009-11-28 08:00:00,2009-11-28 15:00:00,2009-11-28 00:20:00,2009-11-28 12:55:00,"-8","-2",NA,12.5833333333333,7,-7.66666666666667,-2.08333333333333,NA,NA
